Qdf,Scenario,Component,Attribute,ValueGroup,SubAttribute,Dimension,Option,DataType,Value
,NA,LPATSRAM,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,LPATSRAM,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,LPATSRAM,GUARDBAND,2,VOLTAGE,,,,PT default comment
,NA,MEDIA,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,MEDIA,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,MEDIA,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,MEDIA,GUARDBAND,0,VOLTAGE,,,,PT default comment
,NA,MEDIA,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,MEDIA,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,MEDIA,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,MEDIA,GUARDBAND,1,VOLTAGE,,,,PT default comment
,NA,MEDIA,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,MEDIA,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,MEDIA,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,MEDIA,GUARDBAND,2,VOLTAGE,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,0,VOLTAGE,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,1,VOLTAGE,,,,PT default comment
,NA,IA,FV_MODEL_FINAL,,,,,,PT default comment
,NA,IA,DC_BIAS,,,,,,PT default comment
,NA,IA,CV_SLOPE,,,,,,PT default comment
,NA,IA,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,IA,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,IA,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,IA,CDYN_MEASUREMENT,,,,,,PT default comment
,NA,GTdom,IS_ENABLED,,,,,,PT default comment
,NA,GTdom,INDEX,,,,,,PT default comment
,NA,GT,VREF,,,,,,PT default comment
,NA,GT,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,GT,TREF,,,,,,PT default comment
,NA,GT,SVT,,,,,,PT default comment
,NA,GT,SV,,,,,,PT default comment
,NA,GT,ST,,,,,,PT default comment
,NA,GT,SRV,,,,,,PT default comment
,NA,GT,SRT,,,,,,PT default comment
,NA,GT,SICC_S2T_MULTIPLIER,,,,,,PT default comment
,NA,GT,SICC_S2T_ADDITION,,,,,,PT default comment
,NA,GT,SICC_MEAS_TO_BASE_UNIT_RATIO,,,,,,"2026WW06 S28C B0 ES2, update logic to account for different GPU configs"
,NA,GT,SICC_MEASUREMENT,,,,,,PT default comment
,NA,CCF,ITD_MODEL,,,,,,PT default comment
,NA,GT,IS_ENABLED,,,,,,PT default comment
,NA,GT,INDEX,,,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,MEDIASRAM,GUARDBAND,2,VOLTAGE,,,,PT default comment
,NA,NCLK,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,NCLK,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,NCLK,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,NCLK,GUARDBAND,0,VOLTAGE,,,,PT default comment
,NA,NCLK,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,NCLK,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,NCLK,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,NCLK,GUARDBAND,1,VOLTAGE,,,,PT default comment
,NA,NCLK,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,NCLK,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,NCLK,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,NCLK,GUARDBAND,2,VOLTAGE,,,,PT default comment
,NA,NPU,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,NPU,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,NPU,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,NPU,GUARDBAND,0,VOLTAGE,,,,PT default comment
,NA,NPU,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,NPU,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,NPU,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,NPU,GUARDBAND,1,VOLTAGE,,,,PT default comment
,NA,GT,FV_MODEL_FINAL,,,,,,PT default comment
,NA,GT,DC_BIAS,,,,,,PT default comment
,NA,GT,CV_SLOPE,,,,,,PT default comment
,NA,GT,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,GT,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,GT,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,GT,CDYN_MEASUREMENT,,,,,,PT default comment
,NA,DESRAM,VREF,,,,,,PT default comment
,NA,DESRAM,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,DESRAM,TREF,,,,,,PT default comment
,NA,DESRAM,SVT,,,,,,PT default comment
,NA,DESRAM,SV,,,,,,PT default comment
,NA,DESRAM,ST,,,,,,PT default comment
,NA,DESRAM,SRV,,,,,,PT default comment
,NA,DESRAM,SRT,,,,,,PT default comment
,NA,DESRAM,SICC_S2T_MULTIPLIER,,,,,,PT default comment
,NA,DESRAM,SICC_S2T_ADDITION,,,,,,PT default comment
,NA,DESRAM,SICC_MEAS_TO_BASE_UNIT_RATIO,,,,,,"2026WW06 S28C B0 ES2, ref email S2T Correlation Sync Notes ww44.4"
,NA,DESRAM,SICC_MEASUREMENT,,,,,,PT default comment
,NA,QCLK,ITD_MODEL,,,,,,PT default comment
,NA,DESRAM,IS_ENABLED,,,,,,PT default comment
,NA,DESRAM,INDEX,,,,,,PT default comment
,NA,NPU,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,NPU,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,NPU,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,NPU,GUARDBAND,2,VOLTAGE,,,,P26WW06 ES2 GB per CMV data in PSVWG
,NA,NPUSRAM,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,0,VOLTAGE,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,1,VOLTAGE,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,NPUSRAM,GUARDBAND,2,VOLTAGE,,,,P26WW06 ES2 GB per CMV data in PSVWG
,NA,DESRAM,FV_MODEL_FINAL,,,,,,PT default comment
,NA,DESRAM,DC_BIAS,,,,,,PT default comment
,NA,DESRAM,CV_SLOPE,,,,,,PT default comment
,NA,DESRAM,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,DESRAM,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,DESRAM,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,"2026WW06 S28C B0 ES2, based on pre-Si values of SRAM vs 4 pipes and ungated: 0.03 / (4*0.605 + 0.55 + 0.03) = 0.01"
,NA,DESRAM,CDYN_MEASUREMENT,,,,,,"2026WW06 S28C B0 ES2, refer to primary block since we scale the value using meas to base unit ratio"
,NA,DE,VREF,,,,,,PT default comment
,NA,DE,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,DE,TREF,,,,,,PT default comment
,NA,DE,SVT,,,,,,PT default comment
,NA,DE,SV,,,,,,PT default comment
,NA,DE,ST,,,,,,PT default comment
,NA,DE,SRV,,,,,,PT default comment
,NA,DE,SRT,,,,,,PT default comment
,NA,DE,SICC_S2T_MULTIPLIER,,,,,,PT default comment
,NA,DE,SICC_S2T_ADDITION,,,,,,PT default comment
,NA,DE,SICC_MEAS_TO_BASE_UNIT_RATIO,,,,,,"2026WW06 S28C B0 ES2, ref email S2T Correlation Sync Notes ww44.4"
,NA,DE,SICC_MEASUREMENT,,,,,,PT default comment
,NA,CCFSRAM,ITD_MODEL,,,,,,PT default comment
,NA,DE,IS_ENABLED,,,,,,PT default comment
,NA,DE,INDEX,,,,,,PT default comment
,NA,CCF,GUARDBAND,4,DOMAIN,,,,PT default comment
,NA,CCF,GUARDBAND,4,FREQUENCY,,,,PT default comment
,NA,CCF,GUARDBAND,4,FV_TYPE,,,,PT default comment
,NA,CCF,GUARDBAND,4,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,CCF,GUARDBAND,3,DOMAIN,,,,PT default comment
,NA,CCF,GUARDBAND,3,FREQUENCY,,,,PT default comment
,NA,CCF,GUARDBAND,3,FV_TYPE,,,,PT default comment
,NA,CCF,GUARDBAND,3,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,CCF,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,CCF,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,CCF,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,CCF,GUARDBAND,2,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,CCF,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,CCF,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,CCF,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,CCF,GUARDBAND,1,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,DE,FV_MODEL_FINAL,,,,,,PT default comment
,NA,DE,DC_BIAS,,,,,,PT default comment
,NA,DE,CV_SLOPE,,,,,,PT default comment
,NA,DE,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,DE,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,DE,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,2026WW06 S28C B0 ES2
,NA,DE,CDYN_MEASUREMENT,,,,,,"2025WW45 S28C B0 PO, value for 4 pipes + ungated + SRAM from pre-Si: 4*0.605 + 0.55 + 0.03 = 3.0"
,NA,CCLK,VREF,,,,,,PT default comment
,NA,CCLK,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,IPU,ITD_MODEL,,,,,,PT default comment
,NA,CCLK,IS_ENABLED,,,,,,PT default comment
,NA,CCLK,INDEX,,,,,,PT default comment
,NA,CCF,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,CCF,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,CCF,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,CCF,GUARDBAND,0,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,QCLK,GUARDBAND,0,DOMAIN,,,,PT default comment
,NA,QCLK,GUARDBAND,0,FREQUENCY,,,,PT default comment
,NA,QCLK,GUARDBAND,0,FV_TYPE,,,,PT default comment
,NA,QCLK,GUARDBAND,0,VOLTAGE,,,,PT default comment
,NA,CCLK,FV_MODEL_FINAL,,,,,,PT default comment
,NA,CCLK,CV_SLOPE,,,,,,PT default comment
,NA,CCLK,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,CCLK,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,CCLK,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,CCLK,CDYN_MEASUREMENT,,,,,,"2025WW45 S28C B0 PO, 1.788 based on Andrey's pre-Si values"
,NA,ATSRAM,VREF,,,,,,PT default comment
,NA,ATSRAM,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,ATSRAM,TREF,,,,,,PT default comment
,NA,ATSRAM,SVT,,,,,,PT default comment
,NA,ATSRAM,SV,,,,,,PT default comment
,NA,ATSRAM,ST,,,,,,PT default comment
,NA,ATSRAM,SRV,,,,,,PT default comment
,NA,ATSRAM,SRT,,,,,,PT default comment
,NA,ATSRAM,SICC_S2T_MULTIPLIER,,,,,,PT default comment
,NA,ATSRAM,SICC_S2T_ADDITION,,,,,,PT default comment
,NA,ATSRAM,SICC_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,ATSRAM,SICC_MEASUREMENT,,,,,,PT default comment
,NA,ATSRAM,IS_ENABLED,,,,,,PT default comment
,NA,ATSRAM,INDEX,,,,,,PT default comment
,NA,QCLK,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,QCLK,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,QCLK,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,QCLK,GUARDBAND,1,VOLTAGE,,,,PT default comment
,NA,QCLK,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,QCLK,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,QCLK,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,QCLK,GUARDBAND,2,VOLTAGE,,,,PT default comment
,NA,GT,GUARDBAND,5,DOMAIN,,,,PT default comment
,NA,GT,GUARDBAND,5,FREQUENCY,,,,PT default comment
,NA,GT,GUARDBAND,5,FV_TYPE,,,,PT default comment
,NA,GT,GUARDBAND,5,VOLTAGE,,,,26WW06 GB update from PSVWG
,NA,GT,GUARDBAND,6,DOMAIN,,,,PT default comment
,NA,GT,GUARDBAND,6,FREQUENCY,,,,PT default comment
,NA,GT,GUARDBAND,6,FV_TYPE,,,,PT default comment
,NA,GT,GUARDBAND,6,VOLTAGE,,,,26WW06 GB update from PSVWG
,NA,GT,GUARDBAND,7,DOMAIN,,,,PT default comment
,NA,GT,GUARDBAND,7,FREQUENCY,,,,PT default comment
,NA,GT,GUARDBAND,7,FV_TYPE,,,,PT default comment
,NA,GT,GUARDBAND,7,VOLTAGE,,,,26WW06 GB update from PSVWG
,NA,GT,GUARDBAND,8,DOMAIN,,,,PT default comment
,NA,GT,GUARDBAND,8,FREQUENCY,,,,PT default comment
,NA,GT,GUARDBAND,8,FV_TYPE,,,,PT default comment
,NA,GT,GUARDBAND,8,VOLTAGE,,,,26WW06 GB update from PSVWG
,NA,ATSRAM,FV_MODEL_FINAL,,,,,,PT default comment
,NA,ATSRAM,DC_BIAS,,,,,,PT default comment
,NA,ATSRAM,CV_SLOPE,,,,,,PT default comment
,NA,ATSRAM,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,ATSRAM,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,ATSRAM,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,"2025WW45 S28C B0 PO, calculates SRAM portion of ATOM CDYN measurement"
,NA,ATSRAM,CDYN_MEASUREMENT,,,,,,PT default comment
,NA,ATOMdom,IS_ENABLED,,,,,,PT default comment
,NA,ATOMdom,INDEX,,,,,,PT default comment
,NA,ATOMdom,FORCE_BYPASS_FREQUENCY_THRESHOLD,,,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,3,VDROP,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,3,NLC_SLOPE,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,3,NLC_OFFSET,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,3,NAME,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,3,ICC_WC,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,2,VDROP,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,2,NLC_SLOPE,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,2,NLC_OFFSET,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,2,NAME,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,2,ICC_WC,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,1,VDROP,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,1,NLC_SLOPE,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,1,NLC_OFFSET,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,1,NAME,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,1,ICC_WC,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,0,VDROP,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,0,NLC_SLOPE,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,0,NLC_OFFSET,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,0,NAME,,,,PT default comment
,NA,ATOMdom,DLVR_PS_STATE_VDROP,0,ICC_WC,,,,PT default comment
,NA,ATOMdom,DLVR_FIXED_VDROP,,,,,,PT default comment
,NA,AT,VREF,,,,,,PT default comment
,NA,AT,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,AT,TREF,,,,,,PT default comment
,NA,AT,SVT,,,,,,26WW06 ES2 PET model updates
,NA,AT,SV,,,,,,26WW06 ES2 PET model updates
,NA,AT,ST,,,,,,26WW06 ES2 PET model updates
,NA,AT,SRV,,,,,,26WW06 ES2 PET model updates
,NA,AT,SRT,,,,,,26WW06 ES2 PET model updates
,NA,AT,SICC_S2T_MULTIPLIER,,,,,,PT default comment
,NA,AT,SICC_S2T_ADDITION,,,,,,PT default comment
,NA,AT,SICC_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,AT,SICC_MEASUREMENT,,,,,,PT default comment
,NA,AT,IS_ENABLED,,,,,,PT default comment
,NA,AT,INDEX,,,,,,PT default comment
,NA,GT,GUARDBAND,9,DOMAIN,,,,PT default comment
,NA,GT,GUARDBAND,9,FREQUENCY,,,,PT default comment
,NA,GT,GUARDBAND,9,FV_TYPE,,,,PT default comment
,NA,GT,GUARDBAND,9,VOLTAGE,,,,26WW06 GB update from PSVWG
,NA,AT,FV_MODEL_FINAL,,,,,,PT default comment
,NA,AT,DC_BIAS,,,,,,PT default comment
,NA,AT,CV_SLOPE,,,,,,PT default comment
,NA,AT,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,AT,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,AT,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,AT,CDYN_MEASUREMENT,,,,,,PT default comment
,,LPATOM,FREQUENCY,,,FREQUENCIES,P1UP,,"2025WW45 S28C B0 PO, workaround due to no LI attribute available"
,,LPATOM,FREQUENCY,,,FREQUENCIES,P1DN,,"2025WW45 S28C B0 PO, workaround due to no LI attribute available"
,NA,PKG,F_MEDIA_SLICE_1_CDYN_MAX,,,,,,"2025WW45 S28C B0 PO, 2.46 based on Andrey's pre-Si values"
,NA,PKG,F_MEDIA_SLICE_1_LEAK_PERCENT,,,,,,"2025WW45 S28C B0 PO, 0.7831 based on Andrey's pre-Si values"
,NA,PKG,F_MEDIA_UNGATED_CDYN_MAX,,,,,,"2025WW45 S28C B0 PO, 0.63 based on Andrey's pre-Si values"
,NA,PKG,F_MEDIA_SRAM_CDYN_MAX,,,,,,"2025WW45 S28C B0 PO, 0.007 based on Andrey's pre-Si values"
,NA,PKG,F_MEDIA_UNGATED_LEAK_PERCENT,,,,,,"2025WW45 S28C B0 PO, 0.2169 based on Andrey's pre-Si values"
,NA,PKG,C_SA_ATOM_PMUXS_ENABLE,,,,,,based on pre-2026 PMUX enable table
,NA,PKG,F_MEMSS_QCLK_CDYN_MAX,,,,,,2026WW07 value from Andrey's pre-si table
,NA,FUSER_CDIE1,FUSES,,,,,,PT default comment
,NA,FUSER_CDIE0,RAW_VALUES,,,,,,PT default comment
,NA,FUSER_CDIE0,IS_ENABLED,,,,,,PT default comment
,NA,PKG,INDEX,,,,,,PT default comment
,NA,PKG,IS_ENABLED,,,,,,PT default comment
,NA,PKG,PRODUCT_BINS,,,,,,PT default comment
,NA,PKG,QDF_DESCRIPTION,,,,,,PT default comment
,NA,QCLK,CDYN_MEASUREMENT,,,,,,"2025WW45 S28C B0 PO, 1.5146 plus conductance component (conservative since not dividing by frequency) based on Andrey's pre-Si values"
,NA,QCLK,CDYN_MEAS_TO_BASE_UNIT_RATIO,,,,,,PT default comment
,NA,QCLK,CDYN_S2T_ADDITION,,,,,,PT default comment
,NA,QCLK,CDYN_S2T_MULTIPLIER,,,,,,PT default comment
,NA,QCLK,CV_SLOPE,,,,,,PT default comment
,NA,QCLK,FV_MODEL_FINAL,,,,,,PT default comment
,NA,ATSRAM,GUARDBAND,3,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,ATSRAM,GUARDBAND,3,FV_TYPE,,,,PT default comment
,NA,ATSRAM,GUARDBAND,3,FREQUENCY,,,,PT default comment
,NA,ATSRAM,GUARDBAND,3,DOMAIN,,,,PT default comment
,NA,ATSRAM,GUARDBAND,2,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,ATSRAM,GUARDBAND,2,FV_TYPE,,,,PT default comment
,NA,ATSRAM,GUARDBAND,2,FREQUENCY,,,,PT default comment
,NA,ATSRAM,GUARDBAND,2,DOMAIN,,,,PT default comment
,NA,ATSRAM,GUARDBAND,1,VOLTAGE,,,,2026WW05 S28C B0 ES2 GB
,NA,ATSRAM,GUARDBAND,1,FV_TYPE,,,,PT default comment
,NA,ATSRAM,GUARDBAND,1,FREQUENCY,,,,PT default comment
,NA,ATSRAM,GUARDBAND,1,DOMAIN,,,,PT default comment
,NA,QCLK,INDEX,,,,,,PT default comment
,NA,QCLK,IS_ENABLED,,,,,,PT default comment
,NA,GT,ITD_MODEL,,,,,,PT default comment
,NA,QCLK,VMIN_MEASUREMENTS,,,,,,PT default comment
,NA,QCLK,VREF,,,,,,PT default comment
,NA,SAdom,INDEX,,,,,,PT default comment
,NA,SAdom,IS_ENABLED,,,,,,PT default comment
,NA,SAREST,CONDUCTANCE,,,,,,"2025WW45 S28C B0 PO, 0.24 based on Andrey's pre-Si value"
,NA,SAREST,DC_BIAS,,,,,,PT default comment
,NA,SAREST,INDEX,,,,,,PT default comment
,NA,SAREST,IS_ENABLED,,,,,,PT default comment
,NA,SAREST,SICC_MEASUREMENT,,,,,,PT default comment
,NA,SAREST,SICC_MEAS_TO_BASE_UNIT_RATIO,,,,,,"2025WW45 S28C B0 PO, ref email S2T Correlation Sync Notes ww44.4"
,NA,SAREST,SICC_S2T_ADDITION,,,,,,PT default comment
,NA,SAREST,SICC_S2T_MULTIPLIER,,,,,,PT default comment
,NA,SAREST,SRT,,,,,,PT default comment
,NA,SAREST,SRV,,,,,,PT default comment
,NA,SAREST,ST,,,,,,PT default comment
,NA,SAREST,SV,,,,,,PT default comment
,NA,SAREST,SVT,,,,,,PT default comment
,NA,SAREST,TREF,,,,,,PT default comment
,NA,SAREST,VREF,,,,,,PT default comment
,NA,SRAMdom,INDEX,,,,,,PT default comment
,NA,SRAMdom,IS_ENABLED,,,,,,PT default comment
,NA,VCCGT,INDEX,,,,,,PT default comment
,NA,VCCGT,IS_ENABLED,,,,,,PT default comment
,NA,VCCGT,MAX_ITERATIONS,,,,,,PT default comment
,NA,VCCGT,SVIDMAX,,,,,,PT default comment
,NA,VCCGT,SVID_RESOLUTION,,,,,,PT default comment
,NA,VCCIA,INDEX,,,,,,PT default comment
,NA,VCCIA,IS_ENABLED,,,,,,PT default comment
,NA,VCCIA,MAX_ITERATIONS,,,,,,PT default comment
,NA,VCCIA,SVIDMAX,,,,,,PT default comment
,NA,VCCIA,SVID_RESOLUTION,,,,,,PT default comment
,NA,VCCSA,INDEX,,,,,,PT default comment
,NA,VCCSA,IS_ENABLED,,,,,,PT default comment
,NA,VCCSA,MAX_ITERATIONS,,,,,,PT default comment
,NA,VCCSA,SVIDMAX,,,,,,PT default comment
,NA,VCCSA,SVID_RESOLUTION,,,,,,PT default comment
,NA,VNNAON,INDEX,,,,,,PT default comment
,NA,VNNAON,IS_ENABLED,,,,,,PT default comment
,NA,VNNAON,MAX_ITERATIONS,,,,,,PT default comment
,NA,VNNAON,SVIDMAX,,,,,,PT default comment
,NA,VNNAON,SVID_RESOLUTION,,,,,,PT default comment
,NA,ATFUSE,CHILD_FV_MODEL_PRE_DELTA,,,,,,PT default comment
,NA,ATFUSE,FV_TYPES_ORDER,0,NAME,,,,PT default comment
,NA,ATFUSE,FV_TYPES_ORDER,0,ORDER,,,,PT default comment
,NA,ATFUSE,INDEX,,,,,,PT default comment
,NA,ATFUSE,IS_ENABLED,,,,,,PT default comment
,NA,ATFUSE,MAX_VOLTAGE_OFFSET,,,,,,PT default comment
,NA,ATPCPS,CHILD_FV_MODEL_PRE_PCPS,,,,,,PT default comment
,NA,ATPCPS,FV_TYPE,,,,,,PT default comment
,NA,ATPCPS,INDEX,,,,,,PT default comment
,NA,ATPCPS,IS_ENABLED,,,,,,PT default comment
,NA,ATPCPS,REQUIREMENTS_PER_FREQUENCY,0,FREQUENCY,,,,PT default comment
,NA,ATPCPS,REQUIREMENTS_PER_FREQUENCY,0,NCORES,,,,PT default comment
,NA,ATPCPS,REQUIREMENTS_PER_FREQUENCY,0,VNEED_LIMIT_FOR_REDUCTION,,,,PT default comment
,NA,ATPCPS,VNEED_REDUCTION_PER_CORE,0,NAME,,,,PT default comment
,NA,ATPCPS,VNEED_REDUCTION_PER_CORE,0,VNEED_REDUCTION,,,,PT default comment
,NA,EXPANDER,INDEX,,,,,,PT default comment
,NA,FUSER,FUSES,,,,,,PT default comment
,NA,FUSER,INDEX,,,,,,PT default comment
,NA,FUSER,IS_ENABLED,,,,,,PT default comment
,NA,FUSER,RAW_VALUES,,,,,,PT default comment
,NA,GTCeiling,FREQUENCY_POINT,,,,,,PT default comment
,NA,GTCeiling,INDEX,,,,,,PT default comment
,NA,GTCeiling,IS_ENABLED,,,,,,PT default comment
,NA,GTCeiling,VMIN_CEILING,,,,,,PT default comment
,NA,GTrecovery,GTRecovery_32EU,,,,,,2026WW06 S28C B0 ES2
,NA,GTrecovery,GTRecovery_64EU,,,,,,2026WW06 S28C B0 ES2
,NA,GTrecovery,VALID_RECOVERY_OPTIONS,,,,,,"2026WW06 S28C B0 ES2, update logic to account for different GPU configs"
,NA,GTrecovery,PASSFAILBITVECTOR,,,,,,2026WW06 S28C B0 ES2
,NA,GTrecovery,IS_ENABLED,,,,,,2026WW06 S28C B0 ES2
,NA,IACeiling,FREQUENCY_POINT,,,,,,PT default comment
,NA,IACeiling,INDEX,,,,,,PT default comment
,NA,IACeiling,IS_ENABLED,,,,,,PT default comment
,NA,IACeiling,VMIN_CEILING,,,,,,PT default comment
,NA,IAFUSE,CHILD_FV_MODEL_PRE_DELTA,,,,,,PT default comment
,NA,IAFUSE,FV_TYPES_ORDER,0,NAME,,,,PT default comment
,NA,IAFUSE,FV_TYPES_ORDER,0,ORDER,,,,PT default comment
,NA,IAFUSE,INDEX,,,,,,PT default comment
